TMC,DISTANCE,AADT,NO_LANES,MEDWID,SPD_LIMT,SURF_WID,ACCESS,RTE_NBR,Facility_Type,Total,Fatal,Injury,PDO,Total_NonInt,Fatal_NonInt,Injury_NonInt,PDO_NonInt,SHD_WID,myState,OptSpd,SpdVarr1,SpdVarr1_wkd,SpdVarr1_wke,OptSpd_wkd,OptSpd_wke,SpdVarr2,SpdVarr3,SpdVarr4,SpdAvg,SpdCrash,SpdBefCr1,SpdBefCr2,SpdBefCr3,SpdBefCr4,SpdBefCrSD1,SpdBefCrSD2,SpdBefCrSD3,SpdBefCrSD4,SpdBefCrSim1,SpdBefCrSim2,SpdBefCrSim3,SpdBefCrSim4,SpdFF,L_of_Cuv,N_of_Cuv,MinRadius
114N05211,2.7634,5228,2,0,55,25.49416179,P,14,1_R2L,1,1,0,0,1,1,0,0,7.343790467,WA,57.83860465,0.978980913,0.97898648,0.979015974,57.50427746,58.99633136,0.254069559,0.291188544,0.743339341,49.62136673,41.71169811,54.63995455,54.63995455,54.63995455,54.63995455,6.155272682,4.427891691,4.761295866,5.021991529,55.98631164,57.12464658,56.92038425,55.88898876,57.83860465,0,0,-1
114N05426,25.20849,6041.097884,2,0,55,24.44860902,1,2,1_R2L,19,0,4,15,17,0,3,14,3.673623494,WA,54.03722396,1.66765149,1.667660972,1.667711215,53.63508511,55.01145524,1.758445892,0.333700186,0.068704343,43.54596268,49.55748214,57.2556419,57.2556419,57.2556419,57.2556419,12.63317833,13.45198123,13.11471784,12.36414739,55.64960365,55.35933918,55.30198903,54.42965728,54.15788582,0,0,-1
114N05422,7.47531,18439,2,0,55,22,2,2,1_R2L,6,1,0,5,5,0,0,5,7.685493066,WA,47.71474468,2.399682324,2.399695968,2.399768265,47.79949556,47.32456908,0.308387853,0.146045564,0.570495211,35.26569061,45.52292672,43.47698647,43.47698647,43.47698647,43.47698647,15.18530684,14.24820025,14.32520349,13.24787847,48.26096284,47.49856823,48.05556429,48.38614543,47.8278128,0,0,-1
114N05419,1.96272,25009.81932,2,0,55,24,2,2,1_R2L,4,0,2,2,4,0,2,2,8,WA,59.87959322,0.941420936,0.941426289,0.941454652,59.87959322,60.39138462,0.265498168,0.113953056,0.183275354,55.98608411,59.13012623,58.55673414,58.55673414,58.55673414,58.55673414,24.42212914,19.97373766,18.42495655,16.1836516,61.25548269,60.912,60.912,61.44166957,59.87959322,0,0,-1
114N05213,7.74933,3532.527088,2,0,55,24.05014607,2,14,1_R2L,6,0,6,0,6,0,6,0,4.393870734,WA,56.2451371,1.298626807,1.298634191,1.298673316,55.90698998,57.28261583,0.492406929,0.167296047,0.54121828,45.94176453,48.01650258,7.664172527,7.664172527,7.664172527,7.664172527,NA,18.06781275,15.24605198,14.69811144,52.00130793,53.27356079,53.55655136,53.75257803,56.07555377,0,0,-1
114N05214,17.37769,2556.679255,2,0,55,23.1467346,2,14,1_R2L,9,0,2,7,9,0,2,7,5.327959267,WA,58.41240336,0.707088278,0.707092298,0.707113601,58.19505488,59.14644318,0.408411547,0.227636633,0.071760854,45.78555603,58.55637884,55.96043584,55.96043584,55.96043584,55.96043584,12.85210005,15.60176875,14.3540773,14.80668886,57.801203,57.91251037,57.7998677,57.81856192,58.23116724,0,0,-1
114N05215,0.42687,4848.291073,2,0,55,24.97070032,2,95.78406348,1_R2L,0,0,0,0,0,0,0,0,7.419425893,WA,41.5332973,1.768982211,1.76899227,1.769045565,41.5332973,41.5332973,0.543380353,0.458114434,1.58864564,32.25623981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.63714918,0,0,-1
114N05427,2.11804,5066.528532,2,0,55,23.02150939,1,2,1_R2L,2,0,0,2,1,0,0,1,3.187408482,WA,63.5412,1.246031423,1.246038508,1.246076048,63.5412,63.5412,2.089459241,0.468916057,0.377566499,56.65083516,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.64764203,69.63716354,68.17283066,69.13840288,63.5412,0,0,-1
114N05428,8.3187,5086.423733,3,0.836413947,55.07083886,33.90507564,P,2,2_RMU,16,1,5,10,15,0,5,10,5.470673795,WA,63.58242038,2.094225764,2.094237672,2.094300766,63.44771186,63.85356077,2.058063636,0.340942569,0.147049818,55.51858544,45.83378425,54.79511078,54.79511078,54.79511078,54.79511078,18.95221647,18.98388712,17.75111541,17.79424769,61.53142916,61.54719011,61.24196319,61.49347023,63.44771186,0,0,-1
114N05429,8.22142,4641.414296,4,4.136034185,60,47.71798659,P,2,3_RMD,15,0,7,8,14,0,6,8,3.933643588,WA,62.63497303,2.821118139,2.82113418,2.821219174,62.11356139,63.69766317,4.029035068,0.579178601,1.355360726,50.26052982,46.69045072,47.95216234,47.95216234,47.95216234,47.95216234,19.70407079,19.35485258,17.68034948,18.13866514,64.38360113,62.70574576,62.24562855,62.39515528,62.30970947,0,0,-1
114N05650,20.82959,5805.14996,2,0,60,24.1275016,2,12,1_R2L,16,0,5,11,12,0,4,8,4.670992687,WA,53.44727299,0.991303963,0.9913096,0.991339465,53.21967637,54.11649702,0.276216062,0.079511716,0.03177661,46.41211124,51.87559899,53.67774583,53.67774583,53.67774583,53.67774583,10.91589508,12.22584915,12.00008132,11.76411193,52.32837435,52.59013815,52.61966313,52.82849571,53.44727299,0,0,-1
114N05536,6.63998,7297.480555,2,0,60,24.0573466,1,12,1_R2L,1,0,0,1,1,0,0,1,7.679377828,WA,60.36345455,0.561014304,0.561017494,0.561034396,60.26200336,60.87587776,0.23012311,0.064860828,0.218877934,51.75066245,NA,56.92686622,56.92686622,56.92686622,56.92686622,16.67079992,13.2287154,13.1816497,12.97210247,60.48020646,61.29454722,60.73177605,60.53232928,60.31268629,0,0,-1
114N05649,9.13209,21147.516,4,0,20,47.77340297,2,12,2_RMU,4,0,2,2,3,0,2,1,6.432532736,WA,52.93965217,1.167273921,1.167280558,1.167315725,52.46094255,54.70137105,0.31309139,0.028140328,0.408750579,42.28658433,29.6451207,47.71722856,47.71722856,47.71722856,47.71722856,13.90790803,13.03901314,11.83886807,11.47642549,53.20733808,52.37584108,52.45258002,52.53640582,53.06783535,0,0,-1
114N05540,7.13618,2085.550883,2,0,60,29.0044343,5,12,1_R2L,4,0,1,3,3,0,0,3,2.130936959,WA,52.80355437,1.604892379,1.604901504,1.604949856,52.53629448,53.410079,0.600096812,0.511918864,0,41.43647073,41.09663606,52.50817339,52.50817339,52.50817339,52.50817339,8.6515484,7.111634571,8.12751642,9.552016747,48.62624371,51.36010691,51.41392675,51.51713142,52.64395082,0,0,-1
114N05538,8.46619,1996.67237,2,0,60,23.99597366,1,12,1_R2L,3,0,1,2,3,0,1,2,4.964971639,WA,61.57229091,0.698337188,0.698341158,0.698362198,61.57229091,61.3862719,0.191004782,0.05551606,0.087425364,57.4585789,61.62741393,63.28080893,63.28080893,63.28080893,63.28080893,3.930647151,3.312803087,3.168258723,2.993752631,61.57229091,62.07389817,61.62832232,61.57229091,61.44815323,0,0,-1
114N05539,7.36136,1467.658341,2,0,60,24.05610132,1,12,1_R2L,1,0,0,1,1,0,0,1,2.026051795,WA,60.16094438,1.009382558,1.009388298,1.009418708,60.22930909,60.09273469,0.237635037,0.121914103,0.453164678,49.21972756,44.76502703,59.81105,59.81105,59.81105,59.81105,3.35831268,7.931896697,9.171942711,7.684198946,61.5084716,59.77671745,61.63731514,61.27448502,59.88903051,0,0,-1
114N05668,8.10006,3393.292952,2,0,0,24,P,26,1_R2L,2,0,1,1,2,0,1,1,6,WA,61.51944304,0.844583419,0.844588222,0.844613667,61.38992842,62.71014194,0.212864802,0.260386231,0,55.40628351,NA,37.56916081,37.56916081,37.56916081,37.56916081,16.7796139,17.72057284,17.32625479,14.70241644,60.49941508,62.19855323,61.92133294,61.89053068,61.5627361,0,0,-1
114N05434,7.57643,25405.39249,2,5.428131315,55.20845408,26.52992911,F,18,4_OTH,41,0,8,33,40,0,7,33,5.340852086,WA,53.37602348,1.299313979,1.299321367,1.299360513,52.58704627,55.38101117,0.520697861,0.708811638,1.290402752,47.68481984,50.44583909,52.36998458,52.36998458,52.36998458,52.36998458,5.74325468,5.894849049,5.862239672,5.566252692,53.10840425,52.61411811,52.65472587,52.79060903,53.72648982,0,0,-1
114N05554,1.74936,4293.855237,2,0,60,24,P,195,1_R2L,0,0,0,0,0,0,0,0,7.392717,WA,57.25178182,0.847863573,0.847868394,0.847893938,57.25178182,58.312,1.30254865,0.282505337,0.38535337,44.26762926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25178182,1.65,9,499.965096
114N05553,0.30692,4384.640463,2,3.097452048,44.51273976,24,P,195,4_OTH,0,0,0,0,0,0,0,0,6.967515984,WA,61.384,0.645595445,0.645599116,0.645618566,61.384,61.384,0,0,0,55.872714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.384,0.30692,16,235.0123052
114N05535,6.45637,12674.78799,4,34.24123784,60,48,F,12,3_RMD,3,0,2,1,3,0,2,1,6.236232454,WA,62.98897561,0.259238245,0.259239719,0.259247529,62.87537962,63.33223978,0.285142113,0.050267777,0.122356984,59.70117437,59.58782039,62.54977515,62.54977515,62.54977515,62.54977515,10.22287278,8.395557853,6.940091459,6.114231741,62.92115699,62.90408668,62.81873514,62.81873514,63.07444233,0,0,-1
114N05560,2.14042,4867,2,0,60,24,F,195,1_R2L,1,0,0,1,1,0,0,1,8,WA,63.15993443,0.807751481,0.807756074,0.80778041,63.15993443,63.15993443,0.392527303,0.229642125,0.182289053,59.77417682,60.67332283,60.02005097,60.02005097,60.02005097,60.02005097,20.26286056,14.97453295,13.15671758,12.38001054,62.48469731,62.73193299,61.79950128,64.75220168,63.15993443,2.14042,5,2794.926829
114N05807,5.77666,15533.13007,4,14.20338624,58.09141196,48.51737093,P,4.409122637,3_RMD,6,0,3,3,4,0,1,3,4.122373234,WA,59.07947727,1.549595712,1.549604523,1.549651209,58.41566292,60.80694737,0.801027042,0.456860655,0.813695265,47.23283603,58.2970654,53.94802926,53.94802926,53.94802926,53.94802926,16.41722718,14.94224927,13.2538226,12.79941326,58.76231322,58.63018372,58.41566292,57.84698031,59.12427688,0,0,-1
114N05719,4.06889,5602.825908,2,0,53.90191338,25.87948502,5,2,1_R2L,4,0,1,3,3,0,1,2,7.145464957,WA,51.66844444,2.092388646,2.092400543,2.092463582,51.57747887,52.95751982,1.23842113,0.63503223,1.827965453,35.68439758,44.89593695,48.68617925,48.68617925,48.68617925,48.68617925,14.44490722,13.48003187,11.81637584,11.36963325,54.11397286,55.6958327,55.64387763,54.05829998,51.57747887,0,0,-1
114N05808,0.51181,12062.87379,2,7.770658717,60,25.14782398,2,2,4_OTH,1,0,1,0,1,0,1,0,3.866799247,WA,55.83381818,1.843777978,1.843788462,1.84384401,55.83381818,57.578625,0.900145596,0.734401252,1.313362458,48.62218367,NA,49.23750527,49.23750527,49.23750527,49.23750527,2.640923428,2.640923428,2.640923428,2.15630495,41.73677791,46.712505,48.26549189,48.26549189,55.83381818,0,0,-1
114N05717,4.17994,4583,2,0,60,24,2,2,1_R2L,4,0,1,3,2,0,0,2,8,WA,61.41952653,0.872068143,0.872073101,0.872099375,61.41952653,61.41952653,0.804991749,0,0,56.21798486,60.191136,53.17510714,53.17510714,53.17510714,53.17510714,19.04852144,14.13545506,11.06180714,10.37651533,61.72874751,62.05271753,61.09626586,61.51450518,61.41952653,0,0,-1
114N05821,1.62587,1387,2,0,50,24,1,2,1_R2L,0,0,0,0,0,0,0,0,7,WA,58.2401194,2.219305348,2.219317967,2.219384829,58.53132,57.95180198,1.579980969,0.317415092,1.656178203,44.65920576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.95180198,0,0,-1
114N05720,0.03697,11535,4,0,60,60,5,2,2_RMU,0,0,0,0,0,0,0,0,0,WA,26.6184,1.445516758,1.445524977,1.445568527,26.6184,26.6184,0,0,0,17.82129605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6184,0,0,-1
114N05715,1.86963,4585.437119,2,8.985665407,60,27.65050025,P,2,4_OTH,3,0,0,3,3,0,0,3,7.894123337,WA,62.321,0.746413502,0.746417746,0.746440233,62.321,62.321,0.783043164,0.313161628,0,56.5098884,NA,NA,NA,NA,NA,NA,3.723051618,3.723051618,7.144810384,53.49774089,59.45893638,59.22381756,60.50209987,61.74924771,0,0,-1
114N05917,13.95809,3868.416769,2,0,55,24.13669622,2,14,1_R2L,3,0,0,3,3,0,0,3,3.713825938,WA,56.58685135,0.651147582,0.651151284,0.651170902,56.58685135,57.16623891,0.352750267,0.288987513,0.432915433,48.96071489,49.08738912,67.10428364,67.10428364,67.10428364,67.10428364,11.15176244,9.076366294,6.565116086,5.97645755,54.40243326,53.36206875,53.42818105,54.86714001,56.41742964,0,0,-1
114N05918,5.90595,7071.981636,2,0,55,24.84016427,5,14,1_R2L,8,0,2,6,4,0,1,3,4.313197806,WA,48.87682759,1.482598101,1.482606531,1.482651198,48.76472477,49.26472487,0.757146976,0.295607891,1.245031318,39.64304446,48.25596212,46.84426683,46.84426683,46.84426683,46.84426683,14.34576031,13.53723933,11.91550201,12.13917971,46.83476507,48.43884105,48.43148064,48.45908217,48.32140909,0,0,-1
114N05916,1.29361,7098.462608,2,0,55,22.31517766,2,14,1_R2L,2,0,0,2,2,0,0,2,2.568622349,WA,51.7444,1.174402873,1.174409551,1.174444933,51.7444,52.048091,0.269996859,0.254294496,0.411110294,45.77948249,31.3494069,51.7444,51.7444,51.7444,51.7444,NA,NA,NA,2.286801008,54.78818824,54.29571014,53.59166458,53.40840046,51.45851934,0,0,-1
114N05953,2.77498,13518,2,0,60,24,2,12,1_R2L,7,1,2,4,4,1,2,1,5.255212077,WA,48.49479612,0.98305486,0.98306045,0.983090067,48.26052174,49.70113433,0.43402667,0.22707111,0.878731382,38.93549597,47.70126117,47.39486216,47.39486216,47.39486216,47.39486216,13.43649688,12.73156004,11.95965222,11.66902044,46.87910271,49.10273196,49.02900114,47.79869856,48.50658578,0,0,-1
114N05919,7.22992,4718.5909,2,0,55,23.24186954,2,14,1_R2L,15,1,5,9,15,1,5,9,4.551718943,WA,51.48904451,0.728461771,0.728465913,0.72848786,51.18527434,53.402047,0.779664692,0.25026884,0.566482429,43.82135053,39.35322319,48.51390867,48.51390867,48.51390867,48.51390867,6.636476204,7.171568314,9.659872293,9.197580552,51.49930748,51.70803287,51.54002376,51.54513686,51.33671006,0,0,-1
114N05914,9.4736,4391.771838,2,0,55,24.77158417,5,14,1_R2L,9,0,1,8,9,0,1,8,3.909101426,WA,57.95235344,0.67504025,0.675044088,0.675064426,57.80501695,58.79152569,0.5153898,0.310901688,0.420368135,46.93864052,53.23648906,54.0503138,54.0503138,54.0503138,54.0503138,8.947713251,15.495465,16.51052847,15.0890838,59.22124452,58.00201011,57.85159436,57.80501695,57.80501695,0,0,-1
114N05915,1.32309,9738.080169,2,0,55,33.56787004,5,14,1_R2L,2,0,1,1,0,0,0,0,1.841541537,WA,35.54570149,1.570531615,1.570540545,1.570587861,35.15220664,36.92344186,0.650110605,0.560045583,0.972166072,27.00922673,26.17101099,12.43635509,12.43635509,12.43635509,12.43635509,NA,9.673681271,7.262533012,8.592118266,28.65757493,32.0759927,33.14204017,32.48603971,35.41356134,0,0,-1
114N05949,0.97771,20657,4,37.04827248,20,48,F,12,3_RMD,0,0,0,0,0,0,0,0,6.372168592,WA,63.99556364,1.127680148,1.12768656,1.127720534,63.99556364,66.41049057,0.839105221,0.972919281,0,60.64733151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.99556364,0,0,-1
114N05672,3.90717,2497.829938,2,0.044668597,0,24.02051299,5,26,1_R2L,2,0,0,2,2,0,0,2,3.828711372,WA,52.87899248,1.050091544,1.050097515,1.050129152,52.68094382,53.58404571,0.922807513,0.407508469,0.287590535,35.83196379,43.413,56.77832381,56.77832381,56.77832381,56.77832381,21.10642199,18.84122285,23.29271975,20.75213251,48.95348973,49.59733221,51.26224432,50.6650669,52.87899248,0,0,-1
114N05670,7.24608,2014.246213,2,0,0,22.42127053,P,26,1_R2L,2,0,1,1,1,0,0,1,8.291400131,WA,62.15858936,0.709205647,0.70920968,0.709231046,62.10925714,62.70646154,0.386752349,0.340200538,0.532476518,50.01123838,51.2492888,57.85627175,57.85627175,57.85627175,57.85627175,13.73208719,12.43122372,15.58317316,14.07329557,61.03037581,61.87488259,62.14381714,61.52332075,62.25748926,0,0,-1
114N05669,1.91888,5387.844221,2,0,0,24,F,26,1_R2L,0,0,0,0,0,0,0,0,7.526001969,WA,57.32753527,0.881472629,0.881477641,0.881504198,57.09064463,57.75909088,0.47121995,0.105940716,0.173170747,46.11131779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.32753527,0,0,-1
114N05823,0.12097,4354.61098,2,0,55,24,1,97,1_R2L,0,0,0,0,0,0,0,0,8,WA,48.388,5.814210258,5.814275097,5.814628102,43.5492,48.388,7.414448308,3.723397868,7.698483659,26.11364056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.388,0,0,-1
114N05817,1.72357,4519,2,0,55,24,P,97,1_R2L,0,0,0,0,0,0,0,0,6.398961293,WA,62.67527273,0.726543359,0.72654749,0.726569379,62.67527273,62.67527273,0.493512231,0,0.541307245,57.96775243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.67527273,0,0,-1
114N05825,5.05378,14559.06083,2,0,60,23.21913405,P,104,1_R2L,1,0,0,1,1,0,0,1,8.609567023,WA,57.03325392,1.265906177,1.265913375,1.265951513,56.76632761,57.69643129,0.385895279,0.189713713,0.064723787,50.43375867,46.17667005,53.15111036,53.15111036,53.15111036,53.15111036,7.49407816,6.490063962,6.490063962,8.377387855,52.61483468,52.43246091,55.46670462,56.7667408,56.855025,1.56,11,1432.4
114N05824,9.10491,6694.75022,2,0,59.63344838,22.29795719,P,103.780069,1_R2L,3,1,0,2,3,1,0,2,7.444612523,WA,60.25308088,0.866791589,0.866796518,0.866822632,60.14252477,60.86847911,0.318542666,0.130934197,0.023955759,54.8348149,57.22135996,58.39664296,58.39664296,58.39664296,58.39664296,4.944357652,4.434673686,4.107960529,4.037077504,58.5528799,58.98272087,60.23101016,60.00496993,60.25308088,1.14,7,124.991274
114N05764,5.138,10167.06431,2,0,60,22.743651,P,395,1_R2L,14,0,10,4,13,0,9,4,6.979683962,WA,62.06979866,0.880811835,0.880816843,0.88084338,61.96582915,62.27878788,0.426454824,0.104932424,0,57.83821101,56.62709373,62.81199668,62.81199668,62.81199668,62.81199668,10.74648476,10.31550941,10.2678627,10.46072782,63.02201566,62.87155954,62.48918919,62.36280648,61.96582915,1.49,6,1432.4
114N05775,0.92083,7833.894954,2,0,60,24,5,395,1_R2L,1,0,0,1,1,0,0,1,6.51681006,WA,35.26582979,0.973872175,0.973877712,0.973907053,35.02384982,36.03247826,0.182775729,0.203325163,0.576210394,27.39677965,NA,1.864447694,1.864447694,1.864447694,1.864447694,NA,9.884735764,9.884735764,10.30472522,34.87643625,34.65834493,34.74921632,34.89461053,34.89461053,0.92083,12,1432.4
114N05774,6.50703,8225.742156,2,0,60,29.35493963,3,395,1_R2L,6,0,1,5,6,0,1,5,6.68113618,WA,56.85754369,1.035113209,1.035119094,1.03515028,56.71987409,57.27459169,0.730896585,0.249429739,0.597069267,49.86882061,46.42508182,56.36628442,56.36628442,56.36628442,56.36628442,6.555831128,7.730008341,8.604691266,8.473203485,55.58932047,56.58286957,56.58286957,56.58286957,56.85754369,2.18,14,1637.028571
114N05776,2.25202,5665,2,0,60,23.98946398,2,395,1_R2L,1,0,0,1,1,0,0,1,4.414958723,WA,51.63867516,4.236534091,4.236558181,4.236685817,51.63867516,51.63867516,2.295945416,0.377984602,0.702250756,34.64430779,NA,44.83113258,44.83113258,44.83113258,44.83113258,16.15238764,12.55806879,13.74819013,13.63291443,51.34387487,55.28938898,55.91222069,55.91222069,51.63867516,1.44,15,1432.4
114N05777,0.49169,5344.151358,2,0,60,23.16464517,2,395,1_R2L,1,0,0,1,1,0,0,1,2.512830192,WA,50.57382857,2.333255771,2.333269038,2.333339334,50.57382857,50.57382857,1.062981527,1.022830789,0.596018286,40.33715634,33.08568224,15.52705263,15.52705263,15.52705263,15.52705263,NA,18.12858555,18.75622932,16.56912238,48.23965187,45.90547516,45.90547516,49.20696834,50.57382857,0.17,3,572.96
114N05773,0.80759,11178.8219,2,0,60,24,3,395,1_R2L,0,0,0,0,0,0,0,0,7.541899987,WA,52.86043636,2.176310475,2.17632285,2.176388417,52.86043636,53.83933333,0.667919217,0.437776033,1.410489548,43.3601944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.86043636,0.11,1,1830.543131
114N05716,1.30475,4513,2,0,60,24,2,2,1_R2L,0,0,0,0,0,0,0,0,8,WA,62.628,0.860719689,0.860724583,0.860750515,62.628,63.47432432,0.775254372,0,0.598441669,58.82452812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.628,0,0,-1
114N05718,1.63047,5134,2,0,60,24,2,2,1_R2L,3,0,1,2,2,0,0,2,8,WA,61.78623158,0.583360452,0.583363769,0.583381344,61.78623158,61.78623158,0.860835536,0.130201458,0,55.95695038,NA,60.37949148,60.37949148,60.37949148,60.37949148,6.631436399,6.490791318,6.12885129,6.175041844,60.59794104,61.70535955,61.95055666,61.78623158,61.78623158,0,0,-1
114N05671,4.92769,2161.353685,2,0,0,22,P,26,1_R2L,4,0,4,0,4,0,4,0,8,WA,66.3165757,2.121178719,2.12119078,2.121254686,65.70253333,67.96813793,1.007834901,0.922438886,0.600160665,61.532944,NA,59.03384551,59.03384551,59.03384551,59.03384551,5.188638872,6.360561502,8.382951883,10.32758207,61.65053854,68.21648305,68.22955385,68.22955385,66.44076404,0,0,-1
114N06036,8.22477,1104,2,0,50,24,1,2,1_R2L,1,0,0,1,1,0,0,1,7.460444926,WA,63.06532907,0.979996835,0.980002408,0.980031933,62.73129661,64.04754556,0.646859802,0.239450081,0.903528409,56.71286469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.06719756,63.1325629,0,0,-1
114N06012,0.16867,8128.736071,4,0,37.89055744,48.74092873,5,2,2_RMU,1,0,0,1,0,0,0,0,0,WA,26.40052174,1.253863482,1.253870611,1.253908387,26.40052174,26.40052174,0.440112051,0.48895587,0,20.42046031,2.48857377,NA,NA,NA,NA,NA,NA,NA,NA,23.35430769,23.35430769,23.35430769,23.35430769,26.40052174,0,0,-1
114N06031,6.25596,3024.582739,2,0,50,24,5,2,1_R2L,0,0,0,0,0,0,0,0,5.758852928,WA,61.18299342,0.517558576,0.517561519,0.517577112,61.0337561,61.53403279,0.652414604,0.275810342,0.107271415,53.88694586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0337561,0,0,-1
114N06025,5.16926,6162,2,0,50,25.25472095,2,2,1_R2L,4,0,1,3,1,0,0,1,6.823998356,WA,59.66924241,0.711549237,0.711553283,0.71157472,59.64530769,60.79498183,0.705646688,0.128860833,0.558492766,49.82866357,49.0430807,53.78876982,53.78876982,53.78876982,53.78876982,9.765157564,9.860892236,9.877197621,9.046850949,58.04988463,59.66454811,59.64530769,60.06909672,59.64530769,0,0,-1
114N06028,0.79498,6172.009169,2,0,50,48.18170185,5,2,1_R2L,0,0,0,0,0,0,0,0,5.226654895,WA,29.81175,0.953399428,0.953404849,0.953433573,29.81175,30.77341935,0.32187139,0,0.956826807,24.72156823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.81175,0,0,-1
114N06023,2.01347,7036,2,0,50,24.03393541,2,2,1_R2L,2,0,1,1,2,0,1,1,6.598750139,WA,61.68929362,0.709266476,0.709270508,0.709291877,61.42789831,63.03036522,0.762492888,0.234798216,0.38421723,55.73892121,55.332,55.36087343,55.36087343,55.36087343,55.36087343,7.24343746,6.750723258,6.481130208,5.827209343,57.23318319,59.90489256,60.4041,60.91169748,61.42789831,0,0,-1
114N06037,2.373,2288.28124,2,0,50,24.09890678,2,2,1_R2L,2,0,1,1,2,0,1,1,7.147175083,WA,53.3925,1.575720808,1.575729768,1.575777241,53.06086957,54.41273885,1.083344172,0.687437589,1.388096607,42.46783882,NA,59.26510628,59.26510628,59.26510628,59.26510628,2.238011137,17.55337011,16.02753637,16.02753637,48.81270732,52.70117886,53.42719298,54.81491228,53.06086957,0,0,-1
