TMC,DATE,EPOCH1h,Travel_TIME_ALL_VEHICLES,Travel_TIME_PASSENGER_VEHICLES,Travel_TIME_FREIGHT_TRUCKS
108N06014,5032015,22,331,NA,331
108N06014,5032015,23,NA,NA,NA
108N06014,5042015,0,NA,NA,NA
108N06014,5042015,1,NA,NA,NA
108N06014,5042015,2,NA,NA,NA
108N06014,5042015,3,NA,NA,NA
108N06014,5042015,4,279,279,NA
108N06014,5042015,5,620.25,556,813
108N06014,5042015,6,221.5,203,240
108N06014,5042015,7,303,303,NA
108N06014,5042015,8,303,NA,303
108N06014,5042015,9,298.5714286,300.8333333,270.5
108N06014,5042015,10,291.2,280.3333333,307.5
108N06014,5042015,11,NA,NA,NA
108N06014,5042015,12,226.3333333,214.5,276.5
108N06014,5042015,13,276.5,276.8,311.8
108N06014,5042015,14,236.6666667,236.6666667,NA
108N06014,5042015,15,292.4,291.8,322.5
108N06014,5042015,16,325,NA,325
108N06014,5042015,17,226.25,226.25,NA
108N06014,5042015,18,NA,NA,NA
108N06014,5042015,19,261.5,261.5,NA
108N06014,5042015,20,203,NA,203
108N06014,5042015,21,NA,NA,NA
108N06014,5042015,22,264.5,264.5,NA
108N06014,5042015,23,NA,NA,NA
108N06014,5052015,0,201,NA,201
108N06014,5052015,1,NA,NA,NA
108N06014,5052015,2,NA,NA,NA
108N06014,5052015,3,NA,NA,NA
108N06014,5052015,4,283,252,314
108N06014,5052015,5,235,235,NA
108N06014,5052015,6,NA,NA,NA
108N06014,5052015,7,853.3333333,1108,344
108N06014,5052015,8,285.5,259,294.3333333
108N06014,5052015,9,286.8,263,281.6
108N06014,5052015,10,246.3333333,234,252.6666667
108N06014,5052015,11,278.2857143,333.5,277.7142857
108N06014,5052015,12,277.6,314,268.5
108N06014,5052015,13,262.75,279,242
108N06014,5052015,14,252,252,NA
108N06014,5052015,15,250.6,192,265.25
108N06014,5052015,16,266,302,194
108N06014,5052015,17,369.6666667,298,405.5
108N06014,5052015,18,202,NA,202
108N06014,5052015,19,268,268,NA
108N06014,5052015,20,NA,NA,NA
108N06014,5052015,21,NA,NA,NA
108N06014,5052015,22,312,312,NA
108N06014,5052015,23,285,285,NA
108N06014,5062015,0,NA,NA,NA
108N06014,5062015,1,373,NA,373
108N06014,5062015,2,190,190,NA
108N06014,5062015,3,NA,NA,NA
108N06014,5062015,4,199.3333333,241,185.5
108N06014,5062015,5,9536.5,9536.5,NA
108N06014,5062015,6,184,184,NA
108N06014,5062015,7,9082.5,17881,284
108N06014,5062015,8,NA,NA,NA
108N06014,5062015,9,379.2,411.25,251
108N06014,5062015,10,273,267.4,365
108N06014,5062015,11,296.5,289,319
108N06014,5062015,12,252,252,NA
108N06014,5062015,13,304.7777778,303,307
108N06014,5062015,14,325.5,325.5,NA
108N06014,5062015,15,310.6666667,280.6666667,324
108N06014,5062015,16,247.6,279.3333333,200
108N06014,5062015,17,368.25,NA,368.25
108N06014,5062015,18,314,301,327
108N06014,5062015,19,246.3333333,222,258.5
108N06014,5062015,20,319,319,NA
108N06014,5062015,21,310,NA,310
108N06014,5062015,22,NA,NA,NA
108N06014,5062015,23,255,265,235
108N06014,5072015,0,245.5,NA,245.5
108N06014,5072015,1,NA,NA,NA
108N06014,5072015,2,NA,NA,NA
108N06014,5072015,3,NA,NA,NA
108N06014,5072015,4,NA,NA,NA
108N06014,5072015,5,NA,NA,NA
108N06014,5072015,6,226,226,NA
108N06014,5072015,7,NA,NA,NA
108N06014,5072015,8,213.5,213.5,NA
108N06014,5072015,9,453.5,453.5,NA
108N06014,5072015,10,4665.5,6134.666667,258
108N06014,5072015,11,425.6666667,NA,425.6666667
108N06014,5072015,12,265.5,259,271.75
108N06014,5072015,13,269,267,269.6666667
108N06014,5072015,14,273,268,278
108N06014,5072015,15,266,266,NA
108N06014,5072015,16,298.125,303.875,251.5
108N06014,5072015,17,242.3333333,242.3333333,NA
108N06014,5072015,18,NA,NA,NA
108N06014,5072015,19,269.6666667,251,279
108N06014,5072015,20,226.5,NA,226.5
108N06014,5072015,21,397,397,NA
108N06014,5072015,22,511,NA,511
108N06014,5072015,23,NA,NA,NA
108N06014,5082015,0,NA,NA,NA
108N06014,5082015,1,NA,NA,NA
108N06014,5082015,2,NA,NA,NA
108N06014,5082015,3,NA,NA,NA
108N06014,5082015,4,400.5,NA,400.5
108N06014,5082015,5,NA,NA,NA
108N06014,5082015,6,306.5,NA,306.5
108N06014,5082015,7,NA,NA,NA
108N06014,5082015,8,267,NA,267
108N06014,5082015,9,241,337,210
108N06014,5082015,10,259.6666667,286.5,246.25
108N06014,5082015,11,293,288,298
108N06014,5082015,12,295,295,NA
108N06014,5082015,13,291.75,325,344
108N06014,5082015,14,377.6666667,377.6666667,NA
108N06014,5082015,15,453,453,NA
108N06014,5082015,16,229.75,253.75,247.5
108N06014,5082015,17,280.25,NA,280.25
108N06014,5082015,18,214.5,NA,214.5
108N06014,5082015,19,297.5,NA,297.5
108N06014,5082015,20,NA,NA,NA
108N06014,5082015,21,255.6666667,358,204.5
108N06014,5082015,22,NA,NA,NA
108N06014,5082015,23,471,NA,471
108N06014,5092015,0,NA,NA,NA
108N06014,5092015,1,NA,NA,NA
108N06014,5092015,2,NA,NA,NA
108N06014,5092015,3,NA,NA,NA
108N06014,5092015,4,239,NA,239
108N06014,5092015,5,NA,NA,NA
108N06014,5092015,6,335.75,NA,335.75
108N06014,5092015,7,260,NA,260
108N06014,5092015,8,326,326,NA
108N06014,5092015,9,245.5,203,288
108N06014,5092015,10,NA,NA,NA
108N06014,5092015,11,279.5,279.5,NA
108N06014,5092015,12,NA,NA,NA
108N06014,5092015,13,NA,NA,NA
108N06014,5092015,14,284,NA,284
108N06014,5092015,15,NA,NA,NA
108N06014,5092015,16,282.75,282.75,NA
108N06014,5092015,17,306.5,NA,306.5
108N06014,5092015,18,829.2,1169.333333,319
108N06014,5092015,19,NA,NA,NA
108N06014,5092015,20,NA,NA,NA
108N06014,5092015,21,351,NA,351
108N06014,5092015,22,NA,NA,NA
108N06014,5092015,23,NA,NA,NA
108N06014,5102015,0,NA,NA,NA
108N06014,5102015,1,NA,NA,NA
108N06014,5102015,2,NA,NA,NA
108N06014,5102015,3,NA,NA,NA
108N06014,5102015,4,NA,NA,NA
108N06014,5102015,5,NA,NA,NA
108N06014,5102015,6,NA,NA,NA
108N06014,5102015,7,NA,NA,NA
108N06014,5102015,8,NA,NA,NA
108N06014,5102015,9,NA,NA,NA
108N06014,5102015,10,234,234,NA
108N06014,5102015,11,244.5,NA,244.5
108N06014,5102015,12,196,196,NA
108N06014,5102015,13,242,NA,242
108N06014,5102015,14,NA,NA,NA
108N06014,5102015,15,NA,NA,NA
108N06014,5102015,16,406,NA,406
108N06014,5102015,17,NA,NA,NA
108N06014,5102015,18,194,NA,194
108N06014,5102015,19,NA,NA,NA
108N06014,5102015,20,NA,NA,NA
108N06014,5102015,21,NA,NA,NA
108N06014,5102015,22,650.6666667,650.6666667,NA
108N06014,5102015,23,NA,NA,NA
108N06014,5112015,0,NA,NA,NA
108N06014,5112015,1,NA,NA,NA
108N06014,5112015,2,NA,NA,NA
108N06014,5112015,3,248,NA,248
108N06014,5112015,4,NA,NA,NA
108N06014,5112015,5,303,303,NA
108N06014,5112015,6,229,229,NA
108N06014,5112015,7,235.5,235.5,NA
108N06014,5112015,8,255,NA,255
108N06014,5112015,9,293.8,327,244
108N06014,5112015,10,250.5,237.6666667,290.5
108N06014,5112015,11,227,203,234
108N06014,5112015,12,182,182,NA
108N06014,5112015,13,384.7142857,314,413
108N06014,5112015,14,315,292,338.3333333
108N06014,5112015,15,315.8333333,334,279.5
108N06014,5112015,16,283.8333333,262.25,327
108N06014,5112015,17,303.5,NA,303.5
108N06014,5112015,18,276,284,260
108N06014,5112015,19,300,NA,300
108N06014,5112015,20,209,NA,209
108N06014,5112015,21,243,NA,243
108N06014,5112015,22,222,196,248
108N06014,5112015,23,289.5,NA,289.5
108N06014,5122015,0,NA,NA,NA
108N06014,5122015,1,NA,NA,NA
108N06014,5122015,2,NA,NA,NA
108N06014,5122015,3,NA,NA,NA
108N06014,5122015,4,443.3333333,365,482.5
108N06014,5122015,5,NA,NA,NA
108N06014,5122015,6,364,NA,364
108N06014,5122015,7,283.3333333,283.3333333,NA
108N06014,5122015,8,281.75,281.75,NA
108N06014,5122015,9,252,239,265
108N06014,5122015,10,310,310,NA
108N06014,5122015,11,291.6666667,297.5,287
108N06014,5122015,12,239.2,196,250
108N06014,5122015,13,287.4,289,262
108N06014,5122015,14,289.2857143,293.1666667,263.5
108N06014,5122015,15,327.5,329.3333333,225.5
108N06014,5122015,16,299.5,287,324.5
108N06014,5122015,17,902,902,NA
108N06014,5122015,18,NA,NA,NA
108N06014,5122015,19,284.4,317.5,290.5
108N06014,5122015,20,NA,NA,NA
108N06014,5122015,21,296,NA,296
108N06014,5122015,22,NA,NA,NA
108N06014,5122015,23,196,NA,196
108N06014,5132015,0,285,NA,285
108N06014,5132015,1,NA,NA,NA
108N06014,5132015,2,NA,NA,NA
108N06014,5132015,3,196,NA,196
108N06014,5132015,4,303,NA,303
108N06014,5132015,5,265.75,269.6666667,271.5
108N06014,5132015,6,255.5,303,208
108N06014,5132015,7,2171,2171,NA
108N06014,5132015,8,250,250,NA
108N06014,5132015,9,262.3333333,239.3333333,285.3333333
108N06014,5132015,10,224.3333333,NA,224.3333333
108N06014,5132015,11,262.75,269.5,267.75
108N06014,5132015,12,476.5,476.5,NA
108N06014,5132015,13,281.4285714,282.25,298.5
108N06014,5132015,14,314.2,337.3333333,279.5
108N06014,5132015,15,221.5,NA,221.5
108N06014,5132015,16,286,287.6666667,201
108N06014,5132015,17,300,194,406
108N06014,5132015,18,284,NA,284
108N06014,5132015,19,209,209,NA
108N06014,5132015,20,294.3333333,296.6666667,332.5
108N06014,5132015,21,284.5,373,196
108N06014,5132015,22,203,203,NA
108N06014,5132015,23,NA,NA,NA
108N06014,5142015,0,NA,NA,NA
108N06014,5142015,1,NA,NA,NA
108N06014,5142015,2,NA,NA,NA
108N06014,5142015,3,571,NA,571
108N06014,5142015,4,NA,NA,NA
108N06014,5142015,5,NA,NA,NA
108N06014,5142015,6,249,NA,249
108N06014,5142015,7,1069.333333,2554,327
108N06014,5142015,8,4967.75,4967.75,NA
108N06014,5142015,9,276.6666667,297.5,273.6666667
108N06014,5142015,10,315.25,263.5,319.75
108N06014,5142015,11,NA,NA,NA
108N06014,5142015,12,383.8333333,403.75,352.6666667
108N06014,5142015,13,406.4,439,538.6666667
108N06014,5142015,14,303.5,303.5,NA
108N06014,5142015,15,311.25,318.6666667,289
108N06014,5142015,16,277,229,325
108N06014,5142015,17,261.5,NA,261.5
108N06014,5142015,18,NA,NA,NA
108N06014,5142015,19,302.6666667,315.75,276.5
108N06014,5142015,20,282.5,NA,282.5
108N06014,5142015,21,NA,NA,NA
108N06014,5142015,22,212,212,NA
108N06014,5142015,23,278,NA,278
108N06014,5152015,0,NA,NA,NA
108N06014,5152015,1,NA,NA,NA
108N06014,5152015,2,NA,NA,NA
108N06014,5152015,3,344,NA,344
108N06014,5152015,4,NA,NA,NA
108N06014,5152015,5,302.6666667,306,296
108N06014,5152015,6,NA,NA,NA
108N06014,5152015,7,255,255,NA
108N06014,5152015,8,204,204,NA
108N06014,5152015,9,324,324,NA
108N06014,5152015,10,249,NA,249
108N06014,5152015,11,297,355,239
108N06014,5152015,12,358.5,409.2,349
108N06014,5152015,13,301.2,236.75,559
108N06014,5152015,14,464,NA,464
108N06014,5152015,15,270.25,319,254
108N06014,5152015,16,317,NA,317
108N06014,5152015,17,247,NA,247
108N06014,5152015,18,426,426,NA
108N06014,5152015,19,235.3333333,189,258.5
108N06014,5152015,20,305.6666667,266,325.5
108N06014,5152015,21,NA,NA,NA
108N06014,5152015,22,NA,NA,NA
108N06014,5152015,23,NA,NA,NA
108N06014,5162015,0,NA,NA,NA
108N06014,5162015,1,278,NA,278
108N06014,5162015,2,NA,NA,NA
108N06014,5162015,3,NA,NA,NA
108N06014,5162015,4,NA,NA,NA
108N06014,5162015,5,NA,NA,NA
108N06014,5162015,6,184,184,NA
108N06014,5162015,7,NA,NA,NA
108N06014,5162015,8,NA,NA,NA
108N06014,5162015,9,263,263,NA
108N06014,5162015,10,299.6666667,270.6666667,379
108N06014,5162015,11,263,256,278
108N06014,5162015,12,233,233,231
108N06014,5162015,13,248,NA,248
108N06014,5162015,14,NA,NA,NA
108N06014,5162015,15,447,NA,447
108N06014,5162015,16,307.5,425,190
108N06014,5162015,17,283,NA,283
108N06014,5162015,18,NA,NA,NA
108N06014,5162015,19,255,NA,255
108N06014,5162015,20,308,308,NA
108N06014,5162015,21,NA,NA,NA
108N06014,5162015,22,NA,NA,NA
108N06014,5162015,23,NA,NA,NA
108N06014,5172015,0,NA,NA,NA
108N06014,5172015,1,NA,NA,NA
108N06014,5172015,2,NA,NA,NA
108N06014,5172015,3,NA,NA,NA
108N06014,5172015,4,NA,NA,NA
108N06014,5172015,5,NA,NA,NA
108N06014,5172015,6,483,483,NA
108N06014,5172015,7,249,NA,249
108N06014,5172015,8,NA,NA,NA
108N06014,5172015,9,NA,NA,NA
108N06014,5172015,10,244,244,NA
108N06014,5172015,11,169,169,NA
108N06014,5172015,12,325.4,341,315
108N06014,5172015,13,402,NA,402
108N06014,5172015,14,9083,NA,9083
108N06014,5172015,15,405.5,NA,405.5
108N06014,5172015,16,242,242,NA
108N06014,5172015,17,NA,NA,NA
108N06014,5172015,18,NA,NA,NA
108N06014,5172015,19,NA,NA,NA
108N06014,5172015,20,NA,NA,NA
108N06014,5172015,21,NA,NA,NA
108N06014,5172015,22,NA,NA,NA
108N06014,5172015,23,NA,NA,NA
108N06014,5182015,0,NA,NA,NA
108N06014,5182015,1,NA,NA,NA
108N06014,5182015,2,NA,NA,NA
108N06014,5182015,3,NA,NA,NA
108N06014,5182015,4,283.3333333,NA,283.3333333
108N06014,5182015,5,NA,NA,NA
108N06014,5182015,6,NA,NA,NA
108N06014,5182015,7,256,256,NA
108N06014,5182015,8,817,203,1124
108N06014,5182015,9,285.8571429,279.2857143,314
108N06014,5182015,10,302.8,311.5,268
108N06014,5182015,11,300.5555556,297.6,332.5
108N06014,5182015,12,291.5,299.5,275.5
108N06014,5182015,13,266,319,213
108N06014,5182015,14,508.5,508.5,NA
108N06014,5182015,15,479.4285714,304,918
108N06014,5182015,16,334.875,264.3333333,516.5
108N06014,5182015,17,276.4,279.8,203
108N06014,5182015,18,257,257,NA
108N06014,5182015,19,312.5,NA,312.5
108N06014,5182015,20,265,NA,265
108N06014,5182015,21,NA,NA,NA
108N06014,5182015,22,NA,NA,NA
108N06014,5182015,23,NA,NA,NA
108N06014,5192015,0,NA,NA,NA
108N06014,5192015,1,NA,NA,NA
108N06014,5192015,2,NA,NA,NA
108N06014,5192015,3,416,NA,416
108N06014,5192015,4,1685.333333,NA,1685.333333
108N06014,5192015,5,410.6666667,662,285
108N06014,5192015,6,318,255,333.75
108N06014,5192015,7,347,347,NA
108N06014,5192015,8,333.25,362.1428571,320.6666667
108N06014,5192015,9,317.5,310,320
108N06014,5192015,10,356.2857143,356.2857143,NA
108N06014,5192015,11,425.6666667,507,263
108N06014,5192015,12,351.5,325.8,358
108N06014,5192015,13,305.6666667,362.25,289
108N06014,5192015,14,287.1428571,249.1666667,344.3333333
108N06014,5192015,15,309.6,309.6,NA
108N06014,5192015,16,524.1666667,268.25,711
108N06014,5192015,17,1690,3089.5,290.5
108N06014,5192015,18,288,290,295.3333333
108N06014,5192015,19,233,203,248
108N06014,5192015,20,197.5,199,196
108N06014,5192015,21,NA,NA,NA
108N06014,5192015,22,NA,NA,NA
108N06014,5192015,23,228.5,NA,228.5
108N06014,5202015,0,NA,NA,NA
108N06014,5202015,1,NA,NA,NA
108N06014,5202015,2,242.5,NA,242.5
108N06014,5202015,3,241,NA,241
108N06014,5202015,4,558.3333333,NA,558.3333333
108N06014,5202015,5,1062,1062,NA
108N06014,5202015,6,199,190,208
108N06014,5202015,7,NA,NA,NA
108N06014,5202015,8,254,254,NA
108N06014,5202015,9,356.5,341.25,335
108N06014,5202015,10,312,455.1666667,314
108N06014,5202015,11,291.5,314,240.5
108N06014,5202015,12,388.4,NA,388.4
108N06014,5202015,13,315,315,NA
108N06014,5202015,14,410,410,NA
108N06014,5202015,15,289.25,265.5,313
108N06014,5202015,16,295.5,278.4285714,378.3333333
108N06014,5202015,17,337.25,356.6666667,279
108N06014,5202015,18,259,NA,259
108N06014,5202015,19,248.2857143,247.8,249.5
108N06014,5202015,20,NA,NA,NA
108N06014,5202015,21,351,NA,351
108N06014,5202015,22,NA,NA,NA
108N06014,5202015,23,NA,NA,NA
108N06014,5212015,0,307,NA,307
108N06014,5212015,1,NA,NA,NA
108N06014,5212015,2,NA,NA,NA
108N06014,5212015,3,NA,NA,NA
108N06014,5212015,4,344,NA,344
108N06014,5212015,5,248,248,NA
108N06014,5212015,6,479.4,333.6666667,698
108N06014,5212015,7,293,336.5,206
108N06014,5212015,8,258.5,258,259
108N06014,5212015,9,260.3333333,303,239
108N06014,5212015,10,632.75,637.5,628
108N06014,5212015,11,307,NA,307
108N06014,5212015,12,239.6666667,247,194
108N06014,5212015,13,271,272,300.3333333
108N06014,5212015,14,260.8333333,273.8,222.3333333
108N06014,5212015,15,309.6666667,292,335.6666667
108N06014,5212015,16,228.6,242.3333333,208
108N06014,5212015,17,NA,NA,NA
108N06014,5212015,18,268,268,NA
108N06014,5212015,19,233,267,216
108N06014,5212015,20,NA,NA,NA
108N06014,5212015,21,NA,NA,NA
108N06014,5212015,22,NA,NA,NA
108N06014,5212015,23,NA,NA,NA
108N06014,5222015,0,NA,NA,NA
108N06014,5222015,1,413.25,425.5,401
108N06014,5222015,2,NA,NA,NA
108N06014,5222015,3,NA,NA,NA
108N06014,5222015,4,373,NA,373
108N06014,5222015,5,264.5,210,319
108N06014,5222015,6,NA,NA,NA
108N06014,5222015,7,231.6666667,226,234.5
108N06014,5222015,8,262.5714286,251.1666667,331
108N06014,5222015,9,333,333,NA
108N06014,5222015,10,241,241,NA
108N06014,5222015,11,287.1666667,310.6666667,291
108N06014,5222015,12,310,511,310
108N06014,5222015,13,322,322,NA
108N06014,5222015,14,234.6666667,234.6666667,NA
108N06014,5222015,15,310.2857143,303.5,296
108N06014,5222015,16,459.4,639,414.5
108N06014,5222015,17,280.5,NA,280.5
108N06014,5222015,18,281.3333333,280.5,281.75
108N06014,5222015,19,314,NA,314
108N06014,5222015,20,271,257,280.3333333
108N06014,5222015,21,286.3333333,389,235
108N06014,5222015,22,214,NA,214
108N06014,5222015,23,371,NA,371
108N06014,5232015,0,NA,NA,NA
108N06014,5232015,1,NA,NA,NA
108N06014,5232015,2,NA,NA,NA
108N06014,5232015,3,221,NA,221
108N06014,5232015,4,457,NA,457
108N06014,5232015,5,NA,NA,NA
108N06014,5232015,6,NA,NA,NA
108N06014,5232015,7,256.25,NA,256.25
108N06014,5232015,8,275,275,NA
108N06014,5232015,9,NA,NA,NA
108N06014,5232015,10,209.5,209.5,NA
108N06014,5232015,11,239,239,NA
108N06014,5232015,12,287.75,326,249.5
108N06014,5232015,13,NA,NA,NA
108N06014,5232015,14,NA,NA,NA
108N06014,5232015,15,430,NA,430
108N06014,5232015,16,286,314,272
108N06014,5232015,17,393.3333333,331,396
108N06014,5232015,18,583,909,270.6
108N06014,5232015,19,244.5,244.5,NA
108N06014,5232015,20,303,303,NA
108N06014,5232015,21,NA,NA,NA
108N06014,5232015,22,NA,NA,NA
108N06014,5232015,23,322,322,NA
108N06014,5242015,0,NA,NA,NA
108N06014,5242015,1,NA,NA,NA
108N06014,5242015,2,NA,NA,NA
108N06014,5242015,3,NA,NA,NA
108N06014,5242015,4,NA,NA,NA
108N06014,5242015,5,230.5,230.5,NA
108N06014,5242015,6,NA,NA,NA
108N06014,5242015,7,376,376,NA
108N06014,5242015,8,269,NA,269
108N06014,5242015,9,NA,NA,NA
108N06014,5242015,10,NA,NA,NA
108N06014,5242015,11,NA,NA,NA
108N06014,5242015,12,NA,NA,NA
108N06014,5242015,13,NA,NA,NA
108N06014,5242015,14,277.5,NA,277.5
108N06014,5242015,15,305,NA,305
108N06014,5242015,16,306.3333333,NA,306.3333333
108N06014,5242015,17,252.6666667,NA,252.6666667
108N06014,5242015,18,NA,NA,NA
108N06014,5242015,19,264,264,NA
108N06014,5242015,20,462.5,462.5,NA
108N06014,5242015,21,NA,NA,NA
108N06014,5242015,22,NA,NA,NA
108N06014,5242015,23,NA,NA,NA
108N06014,5252015,0,NA,NA,NA
108N06014,5252015,1,NA,NA,NA
108N06014,5252015,2,NA,NA,NA
108N06014,5252015,3,NA,NA,NA
108N06014,5252015,4,NA,NA,NA
108N06014,5252015,5,NA,NA,NA
108N06014,5252015,6,NA,NA,NA
108N06014,5252015,7,NA,NA,NA
108N06014,5252015,8,NA,NA,NA
108N06014,5252015,9,273,NA,273
108N06014,5252015,10,344,426,262
108N06014,5252015,11,454,454,NA
108N06014,5252015,12,959,959,NA
108N06014,5252015,13,365,NA,365
108N06014,5252015,14,230,NA,230
108N06014,5252015,15,NA,NA,NA
108N06014,5252015,16,NA,NA,NA
108N06014,5252015,17,NA,NA,NA
108N06014,5252015,18,227,227,NA
108N06014,5252015,19,NA,NA,NA
108N06014,5252015,20,NA,NA,NA
108N06014,5252015,21,NA,NA,NA
108N06014,5252015,22,NA,NA,NA
108N06014,5252015,23,NA,NA,NA
108N06014,5262015,0,NA,NA,NA
108N06014,5262015,1,NA,NA,NA
108N06014,5262015,2,NA,NA,NA
108N06014,5262015,3,283,NA,283
108N06014,5262015,4,319,319,NA
108N06014,5262015,5,NA,NA,NA
108N06014,5262015,6,NA,NA,NA
108N06014,5262015,7,253.6666667,253.6666667,NA
108N06014,5262015,8,392.75,590.5,195
108N06014,5262015,9,299.2,288,316
108N06014,5262015,10,323,238.6666667,449.5
108N06014,5262015,11,246.25,233.5,344
108N06014,5262015,12,326,NA,326
108N06014,5262015,13,309.75,326.6666667,259
108N06014,5262015,14,456.4,482.3333333,282.6666667
108N06014,5262015,15,227,227,NA
108N06014,5262015,16,298,285.3333333,303
108N06014,5262015,17,269,262.6666667,288
108N06014,5262015,18,264.6666667,224,285
108N06014,5262015,19,274,NA,274
108N06014,5262015,20,264.5,264.5,NA
108N06014,5262015,21,296.3333333,337,276
108N06014,5262015,22,201,NA,201
108N06014,5262015,23,NA,NA,NA
108N06014,5272015,0,235,NA,235
108N06014,5272015,1,331,NA,331
108N06014,5272015,2,NA,NA,NA
108N06014,5272015,3,304,NA,304
108N06014,5272015,4,NA,NA,NA
108N06014,5272015,5,284,284,NA
108N06014,5272015,6,196,NA,196
108N06014,5272015,7,869.3333333,1109.5,389
108N06014,5272015,8,256.25,246.6666667,285
108N06014,5272015,9,240,240,NA
108N06014,5272015,10,262,269,258.5
108N06014,5272015,11,340,340,NA
108N06014,5272015,12,245.5,261.5,229.5
108N06014,5272015,13,259.4,245.25,281.6666667
108N06014,5272015,14,349.875,247.2857143,524.3333333
108N06014,5272015,15,1725.5,1725.5,NA
108N06014,5272015,16,255.2,272.3333333,277
108N06014,5272015,17,416.2,467,213
108N06014,5272015,18,283.7142857,242.75,338.3333333
108N06014,5272015,19,272.6,272.6,NA
108N06014,5272015,20,NA,NA,NA
108N06014,5272015,21,194,NA,194
108N06014,5272015,22,NA,NA,NA
108N06014,5272015,23,299.5,NA,299.5
108N06014,5282015,0,206,NA,206
108N06014,5282015,1,364.5,NA,364.5
108N06014,5282015,2,NA,NA,NA
108N06014,5282015,3,NA,NA,NA
108N06014,5282015,4,NA,NA,NA
108N06014,5282015,5,NA,NA,NA
108N06014,5282015,6,289.5,NA,289.5
108N06014,5282015,7,289.6666667,218,325.5
108N06014,5282015,8,3576,3576,NA
108N06014,5282015,9,255.6666667,255.6666667,NA
108N06014,5282015,10,274.5,274.5,NA
108N06014,5282015,11,435,496.25,190
108N06014,5282015,12,335.2,231,491.5
108N06014,5282015,13,271,275.6666667,264
108N06014,5282015,14,306,354.5,281.75
108N06014,5282015,15,282.6666667,255.75,336.5
108N06014,5282015,16,329.8571429,285.2,396.3333333
108N06014,5282015,17,294.6,243,315
108N06014,5282015,18,256.5,256.5,NA
108N06014,5282015,19,294,NA,294
108N06014,5282015,20,312.5,NA,312.5
108N06014,5282015,21,344,NA,344
108N06014,5282015,22,389,389,NA
108N06014,5282015,23,255,255,NA
108N06014,5292015,0,365,NA,365
108N06014,5292015,1,NA,NA,NA
108N06014,5292015,2,NA,NA,NA
108N06014,5292015,3,NA,NA,NA
108N06014,5292015,4,208,NA,208
108N06014,5292015,5,NA,NA,NA
108N06014,5292015,6,NA,NA,NA
108N06014,5292015,7,284,NA,284
108N06014,5292015,8,192,192,NA
108N06014,5292015,9,287.3333333,271.5,319
108N06014,5292015,10,257.25,279.6666667,190
108N06014,5292015,11,210.5,210.5,NA
108N06014,5292015,12,402.6,590.5,277.3333333
108N06014,5292015,13,274.5,284,255.5
108N06014,5292015,14,NA,NA,NA
108N06014,5292015,15,260.75,241.3333333,319
108N06014,5292015,16,494.75,354.5,525.6666667
108N06014,5292015,17,245,244.3333333,247
108N06014,5292015,18,257,263,251
108N06014,5292015,19,NA,NA,NA
108N06014,5292015,20,NA,NA,NA
108N06014,5292015,21,314,NA,314
108N06014,5292015,22,199,NA,199
108N06014,5292015,23,NA,NA,NA
108N06014,5302015,0,NA,NA,NA
108N06014,5302015,1,NA,NA,NA
108N06014,5302015,2,NA,NA,NA
108N06014,5302015,3,NA,NA,NA
108N06014,5302015,4,NA,NA,NA
108N06014,5302015,5,350,350,NA
108N06014,5302015,6,247,222,259.5
108N06014,5302015,7,424.3333333,17881,276
108N06014,5302015,8,285.2,NA,285.2
108N06014,5302015,9,NA,NA,NA
108N06014,5302015,10,235.5,NA,235.5
108N06014,5302015,11,2543,7153,238
108N06014,5302015,12,1120,1120,NA
108N06014,5302015,13,NA,NA,NA
108N06014,5302015,14,299,NA,299
108N06014,5302015,15,266,NA,266
108N06014,5302015,16,NA,NA,NA
108N06014,5302015,17,239.3333333,239.3333333,NA
108N06014,5302015,18,224,224,NA
108N06014,5302015,19,NA,NA,NA
108N06014,5302015,20,360.5,360.5,NA
108N06014,5302015,21,NA,NA,NA
108N06014,5302015,22,NA,NA,NA
108N06014,5302015,23,NA,NA,NA
108N06014,5312015,0,NA,NA,NA
108N06014,5312015,1,NA,NA,NA
108N06014,5312015,2,NA,NA,NA
108N06014,5312015,3,NA,NA,NA
108N06014,5312015,4,238,NA,238
108N06014,5312015,5,NA,NA,NA
108N06014,5312015,6,NA,NA,NA
108N06014,5312015,7,NA,NA,NA
108N06014,5312015,8,NA,NA,NA
108N06014,5312015,9,NA,NA,NA
108N06014,5312015,10,NA,NA,NA
108N06014,5312015,11,NA,NA,NA
108N06014,5312015,12,NA,NA,NA
108N06014,5312015,13,NA,NA,NA
108N06014,5312015,14,NA,NA,NA
108N06014,5312015,15,250.5,NA,250.5
108N06014,5312015,16,NA,NA,NA
108N06014,5312015,17,NA,NA,NA
108N06014,5312015,18,244,244,NA
108N06014,5312015,19,NA,NA,NA
108N06014,5312015,20,331,NA,331
108N06014,5312015,21,249.5,NA,249.5
108N06014,5312015,22,NA,NA,NA
108N06014,5312015,23,NA,NA,NA
108N06021,5012015,0,183,183,NA
108N06021,5012015,1,183,NA,183
108N06021,5012015,2,179,NA,179
108N06021,5012015,3,NA,NA,NA
108N06021,5012015,4,NA,NA,NA
108N06021,5012015,5,NA,NA,NA
108N06021,5012015,6,179.6666667,185,177
108N06021,5012015,7,168.3333333,168.3333333,NA
108N06021,5012015,8,183.3333333,170,210
108N06021,5012015,9,182.5,170,195
