TMC,DATE,EPOCH1h,Travel_TIME_ALL_VEHICLES,Travel_TIME_PASSENGER_VEHICLES,Travel_TIME_FREIGHT_TRUCKS
108N05179,5012015,0,4.666666667,4.5,5
108N05179,5012015,1,6,NA,6
108N05179,5012015,2,NA,NA,NA
108N05179,5012015,3,NA,NA,NA
108N05179,5012015,4,5,NA,5
108N05179,5012015,5,5,5,NA
108N05179,5012015,6,5.333333333,5.5,5
108N05179,5012015,7,5,5,NA
108N05179,5012015,8,13.66666667,14.625,6
108N05179,5012015,9,9.571428571,15.33333333,7.4
108N05179,5012015,10,11.71428571,12.66666667,6
108N05179,5012015,11,6.5,6.25,7
108N05179,5012015,12,10.2,11.25,6
108N05179,5012015,13,8.8,9.5,6
108N05179,5012015,14,7.166666667,14.25,6
108N05179,5012015,15,21.11111111,28.5,6.75
108N05179,5012015,16,5.857142857,5.857142857,NA
108N05179,5012015,17,6.625,5.714285714,9.5
108N05179,5012015,18,5.285714286,5,5.666666667
108N05179,5012015,19,32.63636364,21,58.625
108N05179,5012015,20,87.18181818,82.85714286,97.22222222
108N05179,5012015,21,54.33333333,16.25,119.6
108N05179,5012015,22,32.66666667,5,114.6666667
108N05179,5012015,23,6.5,6,7
108N05179,5022015,0,5,5,5
108N05179,5022015,1,5,5,5
108N05179,5022015,2,169,NA,169
108N05179,5022015,3,5,5,5
108N05179,5022015,4,4,4,NA
108N05179,5022015,5,6,NA,6
108N05179,5022015,6,5,5,NA
108N05179,5022015,7,4.666666667,4.5,5
108N05179,5022015,8,13,13,NA
108N05179,5022015,9,5.6,5.5,5.666666667
108N05179,5022015,10,8.6,13.25,5
108N05179,5022015,11,5.142857143,5.166666667,5
108N05179,5022015,12,21.83333333,24.6,6.5
108N05179,5022015,13,8.125,9.2,6.166666667
108N05179,5022015,14,5,4.5,5.5
108N05179,5022015,15,5.428571429,5.333333333,5.5
108N05179,5022015,16,5.6,5.75,5
108N05179,5022015,17,4.5,4.5,6
108N05179,5022015,18,5,5,NA
108N05179,5022015,19,5,5,NA
108N05179,5022015,20,6.5,5,8
108N05179,5022015,21,5,5,NA
108N05179,5022015,22,NA,NA,NA
108N05179,5022015,23,6,NA,6
108N05179,5032015,0,NA,NA,NA
108N05179,5032015,1,7,NA,7
108N05179,5032015,2,5,5,NA
108N05179,5032015,3,5,NA,5
108N05179,5032015,4,6.5,6.5,NA
108N05179,5032015,5,NA,NA,NA
108N05179,5032015,6,NA,NA,NA
108N05179,5032015,7,4.666666667,4,5
108N05179,5032015,8,5.666666667,4,6.5
108N05179,5032015,9,5.25,5,5.666666667
108N05179,5032015,10,5.666666667,5.2,8
108N05179,5032015,11,5.25,5.25,NA
108N05179,5032015,12,5.333333333,5,6
108N05179,5032015,13,5.571428571,5,6
108N05179,5032015,14,4.75,4.75,NA
108N05179,5032015,15,5,5,5
108N05179,5032015,16,6,6,NA
108N05179,5032015,17,5.666666667,5.25,6.5
108N05179,5032015,18,5.25,5,5.333333333
108N05179,5032015,19,6.5,6.5,NA
108N05179,5032015,20,5,5,5
108N05179,5032015,21,8,8,NA
108N05179,5032015,22,5.5,5,6
108N05179,5032015,23,5.25,5.333333333,5
108N05179,5042015,0,5,5,NA
108N05179,5042015,1,NA,NA,NA
108N05179,5042015,2,NA,NA,NA
108N05179,5042015,3,NA,NA,NA
108N05179,5042015,4,7,7,NA
108N05179,5042015,5,NA,NA,NA
108N05179,5042015,6,5.333333333,4,6
108N05179,5042015,7,5.75,5.75,6
108N05179,5042015,8,5.166666667,5.2,6
108N05179,5042015,9,5.666666667,5.166666667,6.166666667
108N05179,5042015,10,7.875,18.71428571,6
108N05179,5042015,11,5.2,5.333333333,5
108N05179,5042015,12,5.5,5.166666667,5.75
108N05179,5042015,13,6,5,6.333333333
108N05179,5042015,14,5.75,5.2,6.2
108N05179,5042015,15,5.5,5,5.666666667
108N05179,5042015,16,5.333333333,5,5.428571429
108N05179,5042015,17,5,5,NA
108N05179,5042015,18,5.2,5,5.333333333
108N05179,5042015,19,5.666666667,5,6.5
108N05179,5042015,20,5,5,5
108N05179,5042015,21,6,6.5,5.5
108N05179,5042015,22,5.4,5,5.5
108N05179,5042015,23,5.75,5,6.333333333
108N05179,5052015,0,6,6,NA
108N05179,5052015,1,6.5,6,7
108N05179,5052015,2,5,5,5
108N05179,5052015,3,6,6,NA
108N05179,5052015,4,5,NA,5
108N05179,5052015,5,5.5,NA,5.5
108N05179,5052015,6,5.5,5,5.5
108N05179,5052015,7,6.125,5.666666667,6.166666667
108N05179,5052015,8,5.857142857,5.2,7
108N05179,5052015,9,5.8,5,6
108N05179,5052015,10,5.857142857,5.666666667,6.166666667
108N05179,5052015,11,5.6,5,5.777777778
108N05179,5052015,12,5.75,5.25,6.166666667
108N05179,5052015,13,5.166666667,5,5.25
108N05179,5052015,14,5.166666667,5,5.333333333
108N05179,5052015,15,5.75,5.666666667,6.666666667
108N05179,5052015,16,5.166666667,4.8,5.5
108N05179,5052015,17,5.8,5,6.666666667
108N05179,5052015,18,5.333333333,5,6
108N05179,5052015,19,5.333333333,5.333333333,NA
108N05179,5052015,20,5,5,NA
108N05179,5052015,21,5,5,NA
108N05179,5052015,22,6.333333333,5,7
108N05179,5052015,23,6,6,6
108N05179,5062015,0,5.4,5.5,5.333333333
108N05179,5062015,1,5,5,5
108N05179,5062015,2,NA,NA,NA
108N05179,5062015,3,5.833333333,5.333333333,6.2
108N05179,5062015,4,6,NA,6
108N05179,5062015,5,6.25,5.333333333,7
108N05179,5062015,6,5.75,6,5.5
108N05179,5062015,7,5.714285714,5.333333333,6.5
108N05179,5062015,8,5.428571429,5,5.6
108N05179,5062015,9,7.857142857,8.6,6
108N05179,5062015,10,6.166666667,5.666666667,6.666666667
108N05179,5062015,11,6,7.666666667,5.5
108N05179,5062015,12,5.888888889,8,6
108N05179,5062015,13,6,5.833333333,6.2
108N05179,5062015,14,5.714285714,5.666666667,5.8
108N05179,5062015,15,6.166666667,6.833333333,5
108N05179,5062015,16,6.142857143,7,6
108N05179,5062015,17,5.9,6.2,5.714285714
108N05179,5062015,18,5.25,5.2,5.4
108N05179,5062015,19,7,5,9
108N05179,5062015,20,5,5,NA
108N05179,5062015,21,6,6,5.5
108N05179,5062015,22,5.25,5.5,5
108N05179,5062015,23,5.666666667,NA,5.666666667
108N05179,5072015,0,5.5,5,6
108N05179,5072015,1,5,5,5
108N05179,5072015,2,5.5,NA,5.5
108N05179,5072015,3,5,NA,5
108N05179,5072015,4,5.4,5,5.5
108N05179,5072015,5,5.4,6,5.25
108N05179,5072015,6,6.5,6.5,NA
108N05179,5072015,7,7.142857143,9,5.75
108N05179,5072015,8,5.555555556,5.5,6.333333333
108N05179,5072015,9,7.571428571,8.8,6.666666667
108N05179,5072015,10,6.2,6.5,5
108N05179,5072015,11,5.777777778,5.428571429,6.5
108N05179,5072015,12,5.5,5.333333333,5.666666667
108N05179,5072015,13,5.142857143,5.166666667,5.666666667
108N05179,5072015,14,5.75,5.428571429,7
108N05179,5072015,15,5.428571429,5.428571429,6
108N05179,5072015,16,5.166666667,5,5
108N05179,5072015,17,5.142857143,5,5.75
108N05179,5072015,18,5.5,4.333333333,6
108N05179,5072015,19,5,5,5.666666667
108N05179,5072015,20,6,NA,6
108N05179,5072015,21,5.333333333,5,5.4
108N05179,5072015,22,NA,NA,NA
108N05179,5072015,23,5.6,5,6
108N05179,5082015,0,5.333333333,5,5.5
108N05179,5082015,1,5.5,NA,5.5
108N05179,5082015,2,NA,NA,NA
108N05179,5082015,3,NA,NA,NA
108N05179,5082015,4,6,NA,6
108N05179,5082015,5,5,NA,5
108N05179,5082015,6,7,NA,7
108N05179,5082015,7,5.5,6,5
108N05179,5082015,8,6.5,7,6
108N05179,5082015,9,5.5,NA,5.5
108N05179,5082015,10,5.5,5,5.8
108N05179,5082015,11,6.5,7.25,5.333333333
108N05179,5082015,12,5.2,5,5.666666667
108N05179,5082015,13,6.6,6.333333333,6.333333333
108N05179,5082015,14,5.125,5,6
108N05179,5082015,15,9.333333333,10.66666667,6.833333333
108N05179,5082015,16,5.166666667,5.166666667,5
108N05179,5082015,17,5.142857143,5,6
108N05179,5082015,18,5.111111111,5,5.666666667
108N05179,5082015,19,5.375,5.666666667,5.2
108N05179,5082015,20,5.857142857,5.666666667,6
108N05179,5082015,21,5.666666667,5.5,6
108N05179,5082015,22,5.285714286,5.333333333,5
108N05179,5082015,23,5.25,4.666666667,6
108N05179,5092015,0,5.5,5,6
108N05179,5092015,1,5.666666667,5,6
108N05179,5092015,2,5,NA,5
108N05179,5092015,3,5,NA,5
108N05179,5092015,4,5.333333333,NA,5.333333333
108N05179,5092015,5,6,5,7
108N05179,5092015,6,5.833333333,5.25,6.666666667
108N05179,5092015,7,5.2,4.75,7
108N05179,5092015,8,6.2,5,6.5
108N05179,5092015,9,5,4.75,5.5
108N05179,5092015,10,5.5,5.428571429,5.5
108N05179,5092015,11,8,7.5,258
108N05179,5092015,12,5.285714286,5.2,5.5
108N05179,5092015,13,5,5,NA
108N05179,5092015,14,5.5,5,6
108N05179,5092015,15,5.125,5.142857143,5.4
108N05179,5092015,16,5.666666667,6,5
108N05179,5092015,17,5.333333333,5,6
108N05179,5092015,18,5,5,5
108N05179,5092015,19,4.666666667,4.666666667,6
108N05179,5092015,20,5,5,5
108N05179,5092015,21,5,5,NA
108N05179,5092015,22,6,NA,6
108N05179,5092015,23,7.5,9,6
108N05179,5102015,0,5.25,5,6
108N05179,5102015,1,5,5,5
108N05179,5102015,2,6,NA,6
108N05179,5102015,3,NA,NA,NA
108N05179,5102015,4,5,NA,5
108N05179,5102015,5,NA,NA,NA
108N05179,5102015,6,5,5,NA
108N05179,5102015,7,5,5,NA
108N05179,5102015,8,5,5,NA
108N05179,5102015,9,NA,NA,NA
108N05179,5102015,10,5.5,5,6
108N05179,5102015,11,5,5,5
108N05179,5102015,12,5.2,5.25,5
108N05179,5102015,13,5,5,5
108N05179,5102015,14,5.285714286,5,6.5
108N05179,5102015,15,5.5,5.5,6
108N05179,5102015,16,5.5,5,6.5
108N05179,5102015,17,5,5,5
108N05179,5102015,18,5,5,5
108N05179,5102015,19,11.83333333,12.8,7
108N05179,5102015,20,10,10,NA
108N05179,5102015,21,5.5,5.333333333,6
108N05179,5102015,22,7,NA,7
108N05179,5102015,23,NA,NA,NA
108N05179,5112015,0,6,6,NA
108N05179,5112015,1,6.5,6,7
108N05179,5112015,2,5.5,5.5,NA
108N05179,5112015,3,6,NA,6
108N05179,5112015,4,6,6,NA
108N05179,5112015,5,5,5,NA
108N05179,5112015,6,5,5,NA
108N05179,5112015,7,5.714285714,5,6
108N05179,5112015,8,5.625,5.333333333,6.333333333
108N05179,5112015,9,5.875,6,5
108N05179,5112015,10,6.571428571,6.8,5.666666667
108N05179,5112015,11,6.25,6.6,5.666666667
108N05179,5112015,12,6,5.5,6
108N05179,5112015,13,7.142857143,7.6,6
108N05179,5112015,14,6.166666667,6.25,5.75
108N05179,5112015,15,8.75,9.2,9.285714286
108N05179,5112015,16,5.6,5.5,5.666666667
108N05179,5112015,17,5.8,7,6
108N05179,5112015,18,6.4,6,6.25
108N05179,5112015,19,5.666666667,5.8,5.75
108N05179,5112015,20,5,5,NA
108N05179,5112015,21,6,5,7
108N05179,5112015,22,5.333333333,5.5,5.25
108N05179,5112015,23,7,6,8
108N05179,5122015,0,7.333333333,8,7
108N05179,5122015,1,5,NA,5
108N05179,5122015,2,8,8,NA
108N05179,5122015,3,5,5,5
108N05179,5122015,4,5.666666667,5.666666667,6.5
108N05179,5122015,5,6.8,7,6.666666667
108N05179,5122015,6,5,5,5
108N05179,5122015,7,6.181818182,6,7.333333333
108N05179,5122015,8,5.8,5.666666667,6
108N05179,5122015,9,5.8,6.333333333,5.666666667
108N05179,5122015,10,6.444444444,6.4,6.4
108N05179,5122015,11,5.666666667,NA,5.666666667
108N05179,5122015,12,6.142857143,6.5,5.5
108N05179,5122015,13,6.142857143,10.4,6.4
108N05179,5122015,14,6,5.333333333,6.666666667
108N05179,5122015,15,5.166666667,5,5.75
108N05179,5122015,16,6.285714286,5.5,7
108N05179,5122015,17,6.5,NA,6.5
108N05179,5122015,18,5.6,5.5,5.8
108N05179,5122015,19,5,4.5,6
108N05179,5122015,20,6,6,6
108N05179,5122015,21,5.333333333,5,6
108N05179,5122015,22,5.5,4.666666667,6
108N05179,5122015,23,4.5,4.5,NA
108N05179,5132015,0,6,5.5,6.5
108N05179,5132015,1,6,NA,6
108N05179,5132015,2,6,5,7
108N05179,5132015,3,5.5,NA,5.5
108N05179,5132015,4,5.75,7,5.333333333
108N05179,5132015,5,8.25,13,6.666666667
108N05179,5132015,6,6,5,7
108N05179,5132015,7,6.5,7,6.5
108N05179,5132015,8,6.4,6.4,5
108N05179,5132015,9,6.125,6.142857143,5.5
108N05179,5132015,10,6.142857143,6.75,5.333333333
108N05179,5132015,11,5.833333333,7,5.666666667
108N05179,5132015,12,6.5,6.75,6.333333333
108N05179,5132015,13,6.142857143,5.25,6.333333333
108N05179,5132015,14,5.625,5.25,5.8
108N05179,5132015,15,5.714285714,5.2,6.5
108N05179,5132015,16,5.375,5.142857143,6
108N05179,5132015,17,29.25,37,5.5
108N05179,5132015,18,5.4,5,6
108N05179,5132015,19,5.166666667,5,5.6
108N05179,5132015,20,6,6,6
108N05179,5132015,21,6,5.666666667,7
108N05179,5132015,22,5,5,5
108N05179,5132015,23,5.5,5,6
108N05179,5142015,0,NA,NA,NA
108N05179,5142015,1,5.5,NA,5.5
108N05179,5142015,2,5,NA,5
108N05179,5142015,3,NA,NA,NA
108N05179,5142015,4,5.75,5,6
108N05179,5142015,5,32.33333333,45,6.5
108N05179,5142015,6,5,5,NA
108N05179,5142015,7,5.8,5,6.333333333
108N05179,5142015,8,5.4,5.5,5.25
108N05179,5142015,9,5.2,5,5.5
108N05179,5142015,10,5.857142857,6.25,6
108N05179,5142015,11,5.7,4.857142857,6.571428571
108N05179,5142015,12,5.142857143,5.25,5
108N05179,5142015,13,5.777777778,5.6,6.833333333
108N05179,5142015,14,5.375,5.333333333,5.75
108N05179,5142015,15,5.6,5.333333333,5.875
108N05179,5142015,16,8.857142857,9.8,6.2
108N05179,5142015,17,5,5,5
108N05179,5142015,18,6,5.5,6.6
108N05179,5142015,19,16.16666667,23.25,9.333333333
108N05179,5142015,20,8,5,8.5
108N05179,5142015,21,6.5,6.333333333,6.5
108N05179,5142015,22,5.25,5,5.333333333
108N05179,5142015,23,6,6,6
108N05179,5152015,0,5,NA,5
108N05179,5152015,1,5,5,5
108N05179,5152015,2,7.5,7,8
108N05179,5152015,3,5.166666667,5,5.25
108N05179,5152015,4,5,NA,5
108N05179,5152015,5,NA,NA,NA
108N05179,5152015,6,5,4.75,5.666666667
108N05179,5152015,7,11,14,6.4
108N05179,5152015,8,5.4,5.25,7
108N05179,5152015,9,5.428571429,5.166666667,6.333333333
108N05179,5152015,10,5.25,5.25,6
108N05179,5152015,11,5.714285714,5.25,6
108N05179,5152015,12,6,6,6
108N05179,5152015,13,6,5.333333333,7
108N05179,5152015,14,5.166666667,4.75,6.2
108N05179,5152015,15,5.428571429,5,6
108N05179,5152015,16,5.4,5.6,5.333333333
108N05179,5152015,17,5.875,5.714285714,6.75
108N05179,5152015,18,5.285714286,4.8,6
108N05179,5152015,19,5,5,6
108N05179,5152015,20,5.333333333,5.5,5
108N05179,5152015,21,5,NA,5
108N05179,5152015,22,5.5,5.5,5
108N05179,5152015,23,5.25,5,5.5
108N05179,5162015,0,5,NA,5
108N05179,5162015,1,5,5,5
108N05179,5162015,2,8,NA,8
108N05179,5162015,3,11,NA,11
108N05179,5162015,4,6,7,5
108N05179,5162015,5,8,NA,8
108N05179,5162015,6,6.5,NA,6.5
108N05179,5162015,7,5.6,5.6,NA
108N05179,5162015,8,6.2,5.75,8
108N05179,5162015,9,6.2,5.75,8
108N05179,5162015,10,5.333333333,5,5.5
108N05179,5162015,11,6,5.75,6.6
108N05179,5162015,12,5.166666667,5.25,5
108N05179,5162015,13,5,4.833333333,5.666666667
108N05179,5162015,14,5.222222222,5,5.4
108N05179,5162015,15,5,5,NA
108N05179,5162015,16,5,5,5
108N05179,5162015,17,5,5,NA
108N05179,5162015,18,5,5,5
108N05179,5162015,19,5,4,6
108N05179,5162015,20,NA,NA,NA
108N05179,5162015,21,6,7,5
108N05179,5162015,22,8,NA,8
108N05179,5162015,23,6,NA,6
108N05179,5172015,0,5,NA,5
108N05179,5172015,1,5,5,NA
108N05179,5172015,2,5,5,NA
108N05179,5172015,3,NA,NA,NA
108N05179,5172015,4,8,8,NA
108N05179,5172015,5,NA,NA,NA
108N05179,5172015,6,5.666666667,5.666666667,5
108N05179,5172015,7,6,NA,6
108N05179,5172015,8,6,6,NA
108N05179,5172015,9,NA,NA,NA
108N05179,5172015,10,5.75,5,6.5
108N05179,5172015,11,5.25,5.25,8
108N05179,5172015,12,4.666666667,4.666666667,NA
108N05179,5172015,13,6,5.2,7.333333333
108N05179,5172015,14,4.714285714,4.833333333,4
108N05179,5172015,15,4.8,4.8,NA
108N05179,5172015,16,6.333333333,6.333333333,NA
108N05179,5172015,17,5,5,NA
108N05179,5172015,18,5,5,NA
108N05179,5172015,19,5.5,5,5.666666667
108N05179,5172015,20,5,5,NA
108N05179,5172015,21,5,5,NA
108N05179,5172015,22,5.333333333,5,6
108N05179,5172015,23,6,NA,6
108N05179,5182015,0,NA,NA,NA
108N05179,5182015,1,6,NA,6
108N05179,5182015,2,6,NA,6
108N05179,5182015,3,5,NA,5
108N05179,5182015,4,5,NA,5
108N05179,5182015,5,NA,NA,NA
108N05179,5182015,6,5,5,5
108N05179,5182015,7,5.25,5.25,6
108N05179,5182015,8,5,5,6
108N05179,5182015,9,4.8,4.8,NA
108N05179,5182015,10,5.6,5,5.75
108N05179,5182015,11,5.5,5.5,NA
108N05179,5182015,12,5.375,5.428571429,5.714285714
108N05179,5182015,13,5.833333333,5.5,6
108N05179,5182015,14,5.875,5,6.166666667
108N05179,5182015,15,5.666666667,5.2,6
108N05179,5182015,16,5.75,5,6.666666667
108N05179,5182015,17,5.6,5,5.8
108N05179,5182015,18,5.2,5,5.5
108N05179,5182015,19,5.25,5,6
108N05179,5182015,20,6,NA,6
108N05179,5182015,21,5.333333333,5,5.5
108N05179,5182015,22,5,5,NA
108N05179,5182015,23,7,NA,7
108N05179,5192015,0,6,NA,6
108N05179,5192015,1,5,5,5
108N05179,5192015,2,5,NA,5
108N05179,5192015,3,6,6,NA
108N05179,5192015,4,5.5,5,6
108N05179,5192015,5,6,7,6
108N05179,5192015,6,5.6,5.25,7
108N05179,5192015,7,6.333333333,6.5,6
108N05179,5192015,8,5.625,5.285714286,7
108N05179,5192015,9,37.5,47.66666667,7
108N05179,5192015,10,5.2,5.25,5
108N05179,5192015,11,8.5,9.75,6
108N05179,5192015,12,5.75,6.2,6
108N05179,5192015,13,5.285714286,5,5.666666667
108N05179,5192015,14,5.625,5.5,6
108N05179,5192015,15,5.666666667,5,6.4
108N05179,5192015,16,7.857142857,11,5.6
108N05179,5192015,17,8.5,11.5,18.5
108N05179,5192015,18,17.75,29.5,6
108N05179,5192015,19,13,10.4,18
108N05179,5192015,20,6.25,6.5,6
108N05179,5192015,21,5.75,5,6
108N05179,5192015,22,6.666666667,NA,6.666666667
108N05179,5192015,23,5.333333333,5,5.5
108N05179,5202015,0,NA,NA,NA
108N05179,5202015,1,5.5,NA,5.5
108N05179,5202015,2,6,NA,6
108N05179,5202015,3,5.5,5,6
108N05179,5202015,4,8.6,5.5,10
108N05179,5202015,5,5.666666667,5,6.5
108N05179,5202015,6,5.2,5,6
108N05179,5202015,7,45.71428571,38.66666667,62.33333333
108N05179,5202015,8,95,106.625,75.45454545
108N05179,5202015,9,95.2,188.8,94.4
108N05179,5202015,10,92.55555556,116,51.28571429
108N05179,5202015,11,7.857142857,15,6.666666667
108N05179,5202015,12,7,7,NA
108N05179,5202015,13,5.714285714,5,6
108N05179,5202015,14,5.5,5.25,5.6
108N05179,5202015,15,5.142857143,5,5.666666667
108N05179,5202015,16,6,7,5.5
108N05179,5202015,17,5,4,7
108N05179,5202015,18,6,5.666666667,6.75
108N05179,5202015,19,5.75,5,6
108N05179,5202015,20,5.25,5.333333333,5
108N05179,5202015,21,6.25,5.666666667,8
108N05179,5202015,22,5,5.333333333,5
108N05179,5202015,23,5,5,NA
108N05179,5212015,0,5,NA,5
108N05179,5212015,1,6.333333333,6.5,6
108N05179,5212015,2,NA,NA,NA
108N05179,5212015,3,7,NA,7
108N05179,5212015,4,5.333333333,5.333333333,5
108N05179,5212015,5,4.5,4.5,NA
108N05179,5212015,6,5.6,5.5,5.666666667
108N05179,5212015,7,6.625,6,7
108N05179,5212015,8,5.833333333,6,5
108N05179,5212015,9,5.333333333,5.333333333,6
108N05179,5212015,10,6,5.75,6.4
108N05179,5212015,11,5.888888889,6.2,6
108N05179,5212015,12,5.571428571,5,5.8
108N05179,5212015,13,5.285714286,5,6.166666667
108N05179,5212015,14,6.875,7.8,5.333333333
108N05179,5212015,15,6.833333333,8.333333333,5.5
108N05179,5212015,16,6.4,5.333333333,7.5
108N05179,5212015,17,5.666666667,5.25,6
108N05179,5212015,18,5.909090909,5.5,6
108N05179,5212015,19,5.2,5.333333333,5.333333333
108N05179,5212015,20,7,7.5,6.333333333
108N05179,5212015,21,6,5,8
108N05179,5212015,22,5.6,6,5.333333333
108N05179,5212015,23,5.5,NA,5.5
108N05179,5222015,0,6,6,6
108N05179,5222015,1,5,5,5
108N05179,5222015,2,5.25,5,6
108N05179,5222015,3,5.5,6,5
108N05179,5222015,4,5.2,5.2,6
108N05179,5222015,5,5.6,5,6
108N05179,5222015,6,8.666666667,9.5,7
108N05179,5222015,7,6,5.833333333,7
108N05179,5222015,8,5.5,5.166666667,6
108N05179,5222015,9,5.4,5.333333333,5.666666667
108N05179,5222015,10,5.333333333,5.4,5.5
108N05179,5222015,11,5.5,5.25,6
108N05179,5222015,12,5.5,5,5.833333333
108N05179,5222015,13,5.166666667,5,6
108N05179,5222015,14,5.428571429,5.333333333,5.666666667
108N05179,5222015,15,5.666666667,5.4,6
108N05179,5222015,16,5.2,5,5.4
108N05179,5222015,17,5.5,5,7
108N05179,5222015,18,5,4.75,5.75
108N05179,5222015,19,5.333333333,4.8,6
108N05179,5222015,20,5.5,5.333333333,5.666666667
108N05179,5222015,21,4.5,4.5,NA
108N05179,5222015,22,5.666666667,5,6
108N05179,5222015,23,5,5,NA
108N05179,5232015,0,5.333333333,5.5,5
108N05179,5232015,1,5,5,5
108N05179,5232015,2,NA,NA,NA
108N05179,5232015,3,5,NA,5
108N05179,5232015,4,6,5,6
108N05179,5232015,5,6,NA,6
108N05179,5232015,6,4,4,NA
108N05179,5232015,7,6,5,7
108N05179,5232015,8,5.166666667,5,5.333333333
108N05179,5232015,9,5.166666667,5,5.5
108N05179,5232015,10,5.142857143,5.166666667,5.5
108N05179,5232015,11,5.111111111,5,5.5
108N05179,5232015,12,5,5,5
108N05179,5232015,13,5.2,4.75,6.5
108N05179,5232015,14,6.2,5,7.333333333
108N05179,5232015,15,6,5,7
108N05179,5232015,16,5,5,NA
108N05179,5232015,17,5.25,5,5.5
108N05179,5232015,18,5,5,NA
108N05179,5232015,19,5.5,5,6
108N05179,5232015,20,5.333333333,5.333333333,NA
108N05179,5232015,21,NA,NA,NA
108N05179,5232015,22,5.4,5,5.666666667
108N05179,5232015,23,NA,NA,NA
108N05179,5242015,0,NA,NA,NA
108N05179,5242015,1,5.25,5,5.5
108N05179,5242015,2,NA,NA,NA
108N05179,5242015,3,4,4,NA
108N05179,5242015,4,5,5,NA
108N05179,5242015,5,NA,NA,NA
108N05179,5242015,6,6,4,7
108N05179,5242015,7,5,NA,5
108N05179,5242015,8,5,5,5
108N05179,5242015,9,5.428571429,4.8,6.666666667
108N05179,5242015,10,5,5,5
108N05179,5242015,11,5,5,5
108N05179,5242015,12,5,5,NA
108N05179,5242015,13,5.6,5,6
108N05179,5242015,14,4.857142857,4.8,5
108N05179,5242015,15,5,5,5
108N05179,5242015,16,5.5,5.5,5.5
108N05179,5242015,17,5,5,NA
108N05179,5242015,18,4.8,4.6,7
108N05179,5242015,19,5.75,5.5,6
108N05179,5242015,20,5.333333333,5.333333333,5
108N05179,5242015,21,4.666666667,4.666666667,NA
108N05179,5242015,22,5,5,NA
108N05179,5242015,23,4.5,4.5,NA
108N05179,5252015,0,NA,NA,NA
108N05179,5252015,1,NA,NA,NA
108N05179,5252015,2,5,NA,5
108N05179,5252015,3,NA,NA,NA
108N05179,5252015,4,NA,NA,NA
108N05179,5252015,5,5,NA,5
108N05179,5252015,6,7,5,9
108N05179,5252015,7,5,5,NA
108N05179,5252015,8,5,5,NA
108N05179,5252015,9,6.333333333,5.5,8
108N05179,5252015,10,5,5,5
108N05179,5252015,11,6,5.333333333,8
108N05179,5252015,12,5.2,4.75,6.5
108N05179,5252015,13,5.333333333,5.333333333,NA
108N05179,5252015,14,5,4,6
108N05179,5252015,15,5.8,6.25,6
108N05179,5252015,16,9,10.5,6
108N05179,5252015,17,5,5,NA
108N05179,5252015,18,5.333333333,5,6
108N05179,5252015,19,4.857142857,4.8,5
108N05179,5252015,20,5.75,5,6
108N05179,5252015,21,5,5,NA
108N05179,5252015,22,5,5,NA
108N05179,5252015,23,6.5,5,8
108N05179,5262015,0,5,NA,5
108N05179,5262015,1,NA,NA,NA
108N05179,5262015,2,6,NA,6
108N05179,5262015,3,NA,NA,NA
108N05179,5262015,4,NA,NA,NA
108N05179,5262015,5,5,5,5
108N05179,5262015,6,6.5,NA,6.5
108N05179,5262015,7,6.25,5.5,6.333333333
108N05179,5262015,8,5.833333333,5.25,7
108N05179,5262015,9,5.75,4.5,6.333333333
108N05179,5262015,10,5.5,5.5,5.8
108N05179,5262015,11,5.2,5,6
108N05179,5262015,12,5.6,NA,5.6
108N05179,5262015,13,5.8,5,6
108N05179,5262015,14,5.6,5.5,5.666666667
108N05179,5262015,15,5.666666667,5.4,6
108N05179,5262015,16,7.6,8.666666667,6.333333333
108N05179,5262015,17,6.375,6.25,6.2
108N05179,5262015,18,7,7,7
108N05179,5262015,19,6.6,5,7.25
108N05179,5262015,20,5.833333333,5,6.25
108N05179,5262015,21,5.8,5.5,6
108N05179,5262015,22,5.5,5.5,NA
108N05179,5262015,23,5,5,NA
108N05179,5272015,0,5,NA,5
108N05179,5272015,1,5,NA,5
108N05179,5272015,2,7,7,7
108N05179,5272015,3,6,NA,6
108N05179,5272015,4,6.666666667,6,7
108N05179,5272015,5,7,NA,7
108N05179,5272015,6,6,5,7
108N05179,5272015,7,5.666666667,6,5
108N05179,5272015,8,6.166666667,5.8,6.666666667
108N05179,5272015,9,5.75,5,6.5
108N05179,5272015,10,6.166666667,6.25,6.2
108N05179,5272015,11,5.5,5.25,5.5
108N05179,5272015,12,9.875,11.33333333,6.666666667
108N05179,5272015,13,5.857142857,5,6.2
108N05179,5272015,14,6.166666667,5,6.6
108N05179,5272015,15,5.6,5.2,6.75
108N05179,5272015,16,5.888888889,5.666666667,6.25
108N05179,5272015,17,102.3333333,143.8,107.5714286
108N05179,5272015,18,15.28571429,15,14.28571429
108N05179,5272015,19,6,5.666666667,6.333333333
108N05179,5272015,20,5.5,5.25,6
108N05179,5272015,21,6,NA,6
108N05179,5272015,22,5.5,5,6
108N05179,5272015,23,5,5,NA
108N05179,5282015,0,6,NA,6
108N05179,5282015,1,NA,NA,NA
108N05179,5282015,2,5.333333333,5,5.5
108N05179,5282015,3,5.8,5,6
108N05179,5282015,4,6.333333333,5,7
108N05179,5282015,5,5.333333333,5,5.666666667
108N05179,5282015,6,5.2,5,5.5
108N05179,5282015,7,5.333333333,5.166666667,5.5
